id,name,review_count,rating,transactions,station_id
j-teQtiryfYDm_OJiSvGVw,Daddy's Kitchen,61,4.0,[],797ff1725f8d2b18337de51e240ff60d
viIkP8GvprnuDSMWVc-8fw,Commercial Sushi,62,3.0,[],797ff1725f8d2b18337de51e240ff60d
qojkMf7X9QjjTBMpsFIkiw,Broadway Station Sushi,92,3.5,[],797ff1725f8d2b18337de51e240ff60d
WSydilwKsDcBfGODExHHJQ,Chai Wagon,12,4.5,[],797ff1725f8d2b18337de51e240ff60d
2KcGg4og_5ViWNs2WyKIdQ,Kyle's Café,30,3.5,[],797ff1725f8d2b18337de51e240ff60d
4dx9reXFn8EINhbHrBiYgw,DK Chicken,7,3.5,[],797ff1725f8d2b18337de51e240ff60d
FEqXdPjcbE5tTTPWHnwtkw,McDonald's,18,1.5,[],797ff1725f8d2b18337de51e240ff60d
fExtjpt8trKzZC-_tFDH-w,Subway,12,1.5,[],797ff1725f8d2b18337de51e240ff60d
CseWcX_WffrIF95u25qGXw,Quiznos,9,2.0,[],797ff1725f8d2b18337de51e240ff60d
kx92VyzuatqMLO-UGhfJKw,Freshslice Pizza,10,2.0,[],797ff1725f8d2b18337de51e240ff60d
